id,title,description,keywords,links,itemType,crs,storageCRS,extent.spatial.bbox,extent.spatial.crs,extent.temporal.interval
ahccd-annual,Adjusted and Homogenized Canadian Climate Data (AHCCD) Annual,"Adjusted and Homogenized Canadian Climate Data (AHCCD) are climate station datasets that incorporate adjustments (derived from statistical procedures) to the original historical station data to account for discontinuities from non-climatic factors, such as instrument changes or station relocation. Data are provided for temperature, precipitation, pressure and wind speed. Station trend data are provided when available. Trends are calculated using the Theil-Sen method using the station's full period of available data. The availability of trends will vary by station; if more than 5 consecutive years are missing data or more than 10% of the data within the time series is missing, a trend was not calculated.","['ahccd', 'annual']","[{'type': 'text/html', 'rel': 'canonical', 'title': 'Adjusted and Homogenized Canadian Climate Data (AHCCD)', 'href': 'https://www.canada.ca/en/environment-climate-change/services/climate-change/science-research-data/climate-trends-variability/adjusted-homogenized-canadian-data.html', 'hreflang': 'en-CA'}, {'type': 'application/json', 'rel': 'root', 'title': 'The landing page of this server as JSON', 'href': 'https://api.weather.gc.ca?f=json'}, {'type': 'text/html', 'rel': 'root', 'title': 'The landing page of this server as HTML', 'href': 'https://api.weather.gc.ca?f=html'}, {'type': 'application/json', 'rel': 'self', 'title': 'This document as JSON', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual?f=json'}, {'type': 'application/ld+json', 'rel': 'alternate', 'title': 'This document as RDF (JSON-LD)', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual?f=jsonld'}, {'type': 'text/html', 'rel': 'alternate', 'title': 'This document as HTML', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual?f=html'}, {'type': 'application/schema+json', 'rel': 'http://www.opengis.net/def/rel/ogc/1.0/queryables', 'title': 'Queryables for this collection as JSON', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual/queryables?f=json'}, {'type': 'text/html', 'rel': 'http://www.opengis.net/def/rel/ogc/1.0/queryables', 'title': 'Queryables for this collection as HTML', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual/queryables?f=html'}, {'type': 'application/geo+json', 'rel': 'items', 'title': 'items as GeoJSON', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual/items?f=json'}, {'type': 'application/ld+json', 'rel': 'items', 'title': 'items as RDF (GeoJSON-LD)', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual/items?f=jsonld'}, {'type': 'text/html', 'rel': 'items', 'title': 'Items as HTML', 'href': 'https://api.weather.gc.ca/collections/ahccd-annual/items?f=html'}]",feature,['http://www.opengis.net/def/crs/OGC/1.3/CRS84'],http://www.opengis.net/def/crs/OGC/1.3/CRS84,"[[-142, 42, -52, 84]]",http://www.opengis.net/def/crs/OGC/1.3/CRS84,"[['1840-01-01T00:00:00+00:00', '2020-12-31T23:59:59.999999+00:00']]"
