start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-18.4,-24.0,-12.9,18.4,,,
1961,1990,2,-15.1,-21.0,-9.2,15.6,,,
1961,1990,3,-7.6,-13.3,-1.8,20.5,,,
1961,1990,4,3.2,-2.9,9.4,35.4,,,
1961,1990,5,11.0,3.7,18.2,48.4,,,
1961,1990,6,16.2,9.1,23.2,66.9,,,
1961,1990,7,18.7,11.6,25.8,72.1,,,
1961,1990,8,17.5,10.1,24.9,69.3,,,
1961,1990,9,11.4,4.4,18.3,50.5,,,
1961,1990,10,5.0,-1.6,11.5,22.2,,,
1961,1990,11,-5.4,-10.6,-0.3,14.7,,,
1961,1990,12,-15.1,-20.3,-9.9,18.9,,,
1971,2000,1,-18.0,-23.4,-12.6,18.3,,,
1971,2000,2,-13.8,-19.3,-8.2,14.6,,,
1971,2000,3,-6.4,-11.8,-1.1,22.6,,,
1971,2000,4,3.6,-2.9,10.0,31.5,,,
1971,2000,5,11.4,4.2,18.5,53.1,,,
1971,2000,6,16.0,9.2,22.7,74.6,,,
1971,2000,7,18.4,11.5,25.4,74.7,,,
1971,2000,8,17.4,10.1,24.8,67.3,,,
1971,2000,9,11.2,4.3,18.2,52.3,,,
1971,2000,10,4.4,-2.1,10.8,28.6,,,
1971,2000,11,-5.8,-10.8,-0.8,18.0,,,
1971,2000,12,-14.8,-20.0,-9.7,19.2,,,
1981,2010,1,-16.5,-21.9,-11.2,18.0,,,
1981,2010,2,-13.6,-19.0,-8.1,14.0,,,
1981,2010,3,-6.2,-11.4,-1.0,25.0,,,
1981,2010,4,4.0,-2.6,10.6,26.0,,,
1981,2010,5,10.5,3.4,17.7,59.7,,,
1981,2010,6,15.8,9.2,22.3,81.6,,,
1981,2010,7,18.6,11.8,25.3,72.2,,,
1981,2010,8,17.7,10.4,25.0,63.7,,,
1981,2010,9,11.7,4.6,18.8,45.5,,,
1981,2010,10,4.1,-2.2,10.4,31.2,,,
1981,2010,11,-5.2,-10.2,-0.2,19.1,,,
1981,2010,12,-14.1,-19.1,-9.1,21.2,,,
1991,2020,1,-16.5,-21.7,-11.3,17.8,,,
1991,2020,2,-14.3,-19.9,-8.7,14.3,,,
1991,2020,3,-6.6,-12.1,-1.2,24.9,,,
1991,2020,4,3.2,-3.2,9.6,25.9,,,
1991,2020,5,10.5,3.3,17.6,61.4,,,
1991,2020,6,16.0,9.6,22.4,105.4,,,
1991,2020,7,18.5,11.9,25.1,70.5,,,
1991,2020,8,17.6,10.2,25.1,53.6,,,
1991,2020,9,12.2,4.8,19.5,48.5,,,
1991,2020,10,4.1,-2.2,10.3,34.2,,,
1991,2020,11,-5.4,-10.4,-0.4,19.5,,,
1991,2020,12,-13.2,-18.1,-8.3,21.7,,,
