start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-23.5,-28.6,-18.4,49.0,,,
1961,1990,2,-22.0,-27.7,-16.3,39.0,,,
1961,1990,3,-15.8,-22.0,-9.5,48.0,,,
1961,1990,4,-7.2,-12.9,-1.6,53.0,,,
1961,1990,5,1.0,-3.6,5.7,51.0,,,
1961,1990,6,8.3,3.0,13.6,70.0,,,
1961,1990,7,12.4,7.6,17.2,103.0,,,
1961,1990,8,11.0,6.5,15.4,89.0,,,
1961,1990,9,5.3,1.6,9.0,94.0,,,
1961,1990,10,-1.5,-4.5,1.5,76.0,,,
1961,1990,11,-9.1,-12.7,-5.6,68.0,,,
1961,1990,12,-19.6,-24.1,-15.0,53.0,,,
1971,2000,1,-23.9,-29.0,-18.8,52.6,,,
1971,2000,2,-22.2,-27.9,-16.6,36.1,,,
1971,2000,3,-15.7,-21.9,-9.5,53.4,,,
1971,2000,4,-7.2,-13.0,-1.4,61.2,,,
1971,2000,5,1.4,-3.4,6.2,56.0,,,
1971,2000,6,8.6,3.3,13.8,72.5,,,
1971,2000,7,12.5,7.6,17.4,104.9,,,
1971,2000,8,11.4,6.7,16.0,83.2,,,
1971,2000,9,5.6,2.0,9.3,97.8,,,
1971,2000,10,-1.6,-4.6,1.3,75.3,,,
1971,2000,11,-9.5,-13.1,-5.9,68.1,,,
1971,2000,12,-19.7,-24.2,-15.2,49.4,,,
1981,2010,1,-23.6,-28.7,-18.5,44.7,,1010.4,
1981,2010,2,-22.0,-27.8,-16.2,31.6,,1012.5,
1981,2010,3,-15.6,-22.1,-9.0,47.5,,1015.1,
1981,2010,4,-6.6,-12.5,-0.6,53.9,,1015.6,
1981,2010,5,1.9,-3.2,7.1,57.4,,1014.6,
1981,2010,6,8.8,3.4,14.1,72.2,,1011.7,
1981,2010,7,12.8,7.9,17.8,98.1,,1010.9,
1981,2010,8,11.8,7.1,16.5,89.3,,1011.1,
1981,2010,9,6.6,2.7,10.5,102.3,,1012.0,
1981,2010,10,-0.7,-3.6,2.3,75.9,,1012.7,
1981,2010,11,-8.8,-12.3,-5.2,69.4,,1012.2,
1981,2010,12,-18.1,-22.5,-13.7,49.6,,1010.5,
1991,2020,1,-22.8,-27.7,-17.9,36.6,,1010.3,
1991,2020,2,-22.3,-28.1,-16.5,24.8,,1012.2,
1991,2020,3,-15.6,-22.4,-8.9,38.2,,1015.6,
1991,2020,4,-7.1,-13.0,-1.2,47.3,,1015.0,
1991,2020,5,2.3,-2.9,7.5,58.8,,1015.4,
1991,2020,6,9.1,3.7,14.5,71.4,,1012.2,
1991,2020,7,13.3,8.4,18.2,97.9,,1010.3,
1991,2020,8,12.4,7.9,17.0,102.7,,1011.1,
1991,2020,9,6.7,2.7,10.7,94.6,,1012.1,
1991,2020,10,0.1,-3.0,3.1,81.9,,1012.8,
1991,2020,11,-8.4,-11.8,-4.9,66.9,,1011.8,
1991,2020,12,-17.2,-21.4,-12.9,51.8,,1011.4,
