start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-4.0,-7.7,-0.2,54.2,,,
1981,2010,2,-2.9,-7.1,1.2,49.6,,,
1981,2010,3,1.3,-3.3,5.9,64.5,,,
1981,2010,4,7.5,2.3,12.7,75.0,,,
1981,2010,5,13.2,7.4,19.0,71.4,,,
1981,2010,6,18.8,13.0,24.6,80.6,,,
1981,2010,7,21.4,15.5,27.2,92.8,,,
1981,2010,8,20.8,15.1,26.5,55.7,,,
1981,2010,9,17.0,11.3,22.8,70.0,,,
1981,2010,10,10.3,5.4,15.2,69.2,,,
1981,2010,11,4.9,0.9,8.9,68.0,,,
1981,2010,12,-1.1,-4.5,2.3,51.0,,,
1991,2020,1,-4.0,-7.6,-0.3,53.6,,,
1991,2020,2,-3.3,-7.6,1.0,50.4,,,
1991,2020,3,1.0,-3.6,5.6,64.7,,,
1991,2020,4,7.3,2.2,12.4,81.0,,,
1991,2020,5,13.5,7.7,19.3,70.7,,,
1991,2020,6,18.7,12.9,24.5,80.9,,,
1991,2020,7,21.5,15.5,27.5,79.3,,,
1991,2020,8,20.7,14.8,26.6,58.5,,,
1991,2020,9,17.0,11.2,22.8,67.7,,,
1991,2020,10,10.3,5.4,15.2,74.2,,,
1991,2020,11,4.6,0.7,8.6,66.4,,,
1991,2020,12,-0.8,-4.2,2.5,55.2,,,
