start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-14.1,-18.1,-10.1,20.8,,,
1981,2010,2,-12.7,-17.1,-8.3,12.1,,,
1981,2010,3,-4.6,-9.2,-0.1,32.6,,,
1981,2010,4,6.0,0.7,11.4,23.9,,,
1981,2010,5,11.6,6.1,17.0,82.0,,,
1981,2010,6,17.8,12.9,22.8,101.3,,,
1981,2010,7,21.4,16.3,26.4,87.1,,,
1981,2010,8,19.9,14.8,25.0,78.7,,,
1981,2010,9,15.0,9.8,20.3,47.2,,,
1981,2010,10,6.6,2.5,10.7,33.6,,,
1981,2010,11,-1.3,-4.9,2.4,28.9,,,
1981,2010,12,-11.4,-15.1,-7.7,25.2,,,
1991,2020,1,-14.0,-17.9,-10.0,19.3,,,
1991,2020,2,-12.8,-17.2,-8.5,12.4,,,
1991,2020,3,-4.1,-8.7,0.4,30.8,,,
1991,2020,4,5.2,-0.1,10.6,28.4,,,
1991,2020,5,12.2,6.7,17.8,70.5,,,
1991,2020,6,18.3,13.2,23.4,86.4,,,
1991,2020,7,21.4,16.4,26.5,85.3,,,
1991,2020,8,20.1,14.9,25.3,71.0,,,
1991,2020,9,15.0,9.8,20.1,52.7,,,
1991,2020,10,6.6,2.6,10.6,38.6,,,
1991,2020,11,-1.9,-5.5,1.7,24.8,,,
1991,2020,12,-10.8,-14.4,-7.3,24.3,,,
