start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-14.8,-19.2,-10.4,,,,
1981,2010,2,-13.0,-18.1,-7.9,,,,
1981,2010,3,-6.8,-11.6,-2.0,,,,
1981,2010,4,3.4,-2.0,8.9,,,,
1981,2010,5,9.2,3.1,15.4,,,,
1981,2010,6,14.6,9.0,20.2,,,,
1981,2010,7,17.8,11.8,23.7,,,,
1981,2010,8,16.5,10.4,22.6,,,,
1981,2010,9,11.1,5.4,16.9,,,,
1981,2010,10,3.6,-1.4,8.6,,,,
1981,2010,11,-4.4,-8.6,-0.1,,,,
1981,2010,12,-13.0,-17.4,-8.5,,,,
1991,2020,1,-14.3,-18.9,-9.7,14.0,,,
1991,2020,2,-13.5,-18.5,-8.5,8.3,,,
1991,2020,3,-6.8,-11.7,-1.8,15.9,,,
1991,2020,4,2.7,-2.7,8.1,16.5,,,
1991,2020,5,9.9,3.5,16.3,39.9,,,
1991,2020,6,14.9,9.4,20.4,86.4,,,
1991,2020,7,18.0,12.1,24.0,68.4,,,
1991,2020,8,16.8,10.6,23.0,56.5,,,
1991,2020,9,11.5,5.8,17.2,41.1,,,
1991,2020,10,3.6,-1.3,8.4,29.8,,,
1991,2020,11,-4.9,-9.1,-0.7,19.9,,,
1991,2020,12,-12.4,-16.7,-8.2,10.0,,,
