start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-6.8,-11.2,-2.4,,,,
1981,2010,2,-5.2,-9.8,-0.7,,,,
1981,2010,3,0.2,-4.5,4.9,,,,
1981,2010,4,6.8,1.9,11.8,,,,
1981,2010,5,13.4,8.0,18.8,,,,
1981,2010,6,18.6,13.3,23.9,,,,
1981,2010,7,21.2,16.1,26.3,,,,
1981,2010,8,21.0,15.7,26.2,,,,
1981,2010,9,17.2,12.0,22.3,,,,
1981,2010,10,10.0,5.8,14.3,,,,
1981,2010,11,4.2,0.6,7.9,,,,
1981,2010,12,-2.8,-6.3,0.7,,,,
1991,2020,1,-6.8,-11.1,-2.4,,,,
1991,2020,2,-5.2,-9.8,-0.6,,,,
1991,2020,3,0.3,-4.4,5.0,,,,
1991,2020,4,6.8,1.9,11.7,,,,
1991,2020,5,13.3,7.9,18.7,,,,
1991,2020,6,18.6,13.3,23.9,,,,
1991,2020,7,21.4,16.3,26.5,,,,
1991,2020,8,21.0,15.8,26.2,,,,
1991,2020,9,17.1,12.0,22.2,,,,
1991,2020,10,10.2,5.9,14.4,,,,
1991,2020,11,4.2,0.5,7.9,,,,
1991,2020,12,-2.6,-6.1,0.8,,,,
