start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-21.5,-28.6,-14.3,34.2,,1017.3,
1961,1990,2,-18.8,-27.5,-10.2,29.0,,1017.9,
1961,1990,3,-11.0,-19.7,-2.3,41.1,,1017.2,
1961,1990,4,-1.2,-8.7,6.3,44.1,,1016.7,
1961,1990,5,7.0,-0.7,14.8,62.3,,1015.2,
1961,1990,6,12.4,4.6,20.2,88.8,,1012.8,
1961,1990,7,16.0,8.3,23.7,97.5,,1013.2,
1961,1990,8,14.0,6.7,21.2,90.2,,1014.3,
1961,1990,9,8.5,2.1,14.9,84.1,,1015.4,
1961,1990,10,3.0,-2.1,8.0,69.4,,1014.8,
1961,1990,11,-6.7,-11.9,-1.5,50.2,,1016.0,
1961,1990,12,-17.0,-23.4,-10.6,38.0,,1017.9,
1971,2000,1,-21.5,-28.6,-14.3,32.1,,,
1971,2000,2,-18.3,-26.6,-10.0,30.3,,,
1971,2000,3,-11.0,-19.4,-2.5,45.5,,,
1971,2000,4,-1.4,-9.1,6.3,37.0,,,
1971,2000,5,8.0,-0.1,16.0,54.7,,,
1971,2000,6,12.8,5.2,20.4,88.3,,,
1971,2000,7,16.2,8.5,23.9,88.5,,,
1971,2000,8,14.2,7.0,21.5,96.2,,,
1971,2000,9,8.2,1.8,14.6,84.8,,,
1971,2000,10,2.6,-2.7,7.8,69.1,,,
1971,2000,11,-6.6,-11.8,-1.5,51.4,,,
1971,2000,12,-17.2,-23.7,-10.6,32.2,,,
1991,2020,1,-18.2,-24.2,-12.1,,,,
1991,2020,2,-17.6,-25.1,-10.0,,,,
1991,2020,3,-9.0,-17.0,-1.1,,,,
1991,2020,4,-0.8,-7.8,6.3,,,,
1991,2020,5,7.2,-0.3,14.8,,,,
1991,2020,6,13.8,6.3,21.3,,,,
1991,2020,7,16.8,9.6,23.9,,,,
1991,2020,8,15.0,7.7,22.4,,,,
1991,2020,9,10.6,4.5,16.8,,,,
1991,2020,10,2.8,-2.3,7.9,,,,
1991,2020,11,-5.6,-10.4,-0.8,,,,
1991,2020,12,-13.3,-18.5,-8.1,,,,
