start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-4.4,-10.5,1.8,,,,
1981,2010,2,-3.4,-9.7,2.9,,,,
1981,2010,3,-0.9,-6.7,4.9,,,,
1981,2010,4,4.6,-1.4,10.6,,,,
1981,2010,5,9.6,3.3,15.9,,,,
1981,2010,6,13.6,7.2,19.9,,,,
1981,2010,7,18.6,10.6,26.7,,,,
1981,2010,8,17.0,8.9,25.2,,,,
1981,2010,9,12.4,5.0,19.9,,,,
1981,2010,10,6.0,-0.5,12.5,,,,
1981,2010,11,-0.4,-6.2,5.4,,,,
1981,2010,12,-4.2,-10.2,1.7,,,,
1991,2020,1,-4.1,-10.1,1.9,15.0,,,
1991,2020,2,-4.1,-10.1,1.9,14.1,,,
1991,2020,3,-0.6,-6.6,5.4,24.4,,,
1991,2020,4,4.8,-1.4,10.9,40.7,,,
1991,2020,5,9.8,3.5,16.2,59.4,,,
1991,2020,6,13.8,7.5,20.1,94.5,,,
1991,2020,7,18.4,10.3,26.4,25.1,,,
1991,2020,8,17.4,9.1,25.6,31.7,,,
1991,2020,9,12.5,5.2,19.8,36.9,,,
1991,2020,10,6.0,-0.4,12.4,34.0,,,
1991,2020,11,-0.2,-6.0,5.5,16.7,,,
1991,2020,12,-4.2,-10.1,1.6,20.8,,,
