start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-10.4,-15.1,-5.6,,,,
1981,2010,2,-8.3,-12.9,-3.7,,,,
1981,2010,3,-3.7,-8.6,1.2,,,,
1981,2010,4,4.4,-1.6,10.3,,,,
1981,2010,5,9.4,3.2,15.6,,,,
1981,2010,6,13.8,8.1,19.4,,,,
1981,2010,7,18.4,11.5,25.2,,,,
1981,2010,8,17.4,10.5,24.4,,,,
1981,2010,9,11.8,5.3,18.3,,,,
1981,2010,10,4.7,-1.2,10.6,,,,
1981,2010,11,-2.2,-7.3,2.9,,,,
1981,2010,12,-9.5,-13.9,-5.1,,,,
1991,2020,1,-10.1,-14.9,-5.3,9.5,,,
1991,2020,2,-9.1,-13.9,-4.3,7.0,,,
1991,2020,3,-3.7,-8.8,1.4,12.0,,,
1991,2020,4,3.9,-2.3,10.1,20.8,,,
1991,2020,5,9.8,3.4,16.2,40.0,,,
1991,2020,6,14.1,8.1,20.1,69.8,,,
1991,2020,7,18.2,11.4,25.1,41.5,,,
1991,2020,8,17.6,10.4,24.8,39.0,,,
1991,2020,9,12.0,5.3,18.7,33.5,,,
1991,2020,10,4.4,-1.6,10.3,11.9,,,
1991,2020,11,-2.8,-8.0,2.4,12.9,,,
1991,2020,12,-9.2,-13.7,-4.8,12.3,,,
