start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-9.0,-12.8,-5.2,,,,
1981,2010,2,-7.0,-11.0,-3.0,,,,
1981,2010,3,-5.4,-9.4,-1.3,,,,
1981,2010,4,2.4,-2.4,7.2,,,,
1981,2010,5,8.0,3.0,13.0,,,,
1981,2010,6,13.0,7.9,18.0,,,,
1981,2010,7,15.0,10.0,20.0,,,,
1981,2010,8,13.2,8.4,18.1,,,,
1981,2010,9,8.7,4.6,12.8,,,,
1981,2010,10,3.2,-0.5,7.0,,,,
1981,2010,11,-4.0,-7.2,-0.9,,,,
1981,2010,12,-9.2,-13.0,-5.4,,,,
1991,2020,1,-8.7,-12.4,-5.0,,,,
1991,2020,2,-7.6,-11.5,-3.6,,,,
1991,2020,3,-5.2,-9.6,-0.8,,,,
1991,2020,4,2.5,-2.5,7.5,,,,
1991,2020,5,8.8,3.6,13.9,,,,
1991,2020,6,13.0,8.1,17.9,,,,
1991,2020,7,15.1,10.1,20.1,,,,
1991,2020,8,13.8,8.9,18.6,,,,
1991,2020,9,9.3,4.9,13.7,,,,
1991,2020,10,3.6,-0.1,7.4,,,,
1991,2020,11,-4.6,-7.9,-1.3,,,,
1991,2020,12,-9.8,-13.5,-6.2,,,,
