start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1971,2000,1,-34.5,-37.3,-31.7,7.7,,,
1971,2000,2,-34.7,-38.2,-31.1,5.9,,,
1971,2000,3,-28.9,-33.0,-24.8,7.9,,,
1971,2000,4,-20.0,-24.3,-15.8,6.3,,,
1971,2000,5,-9.2,-13.2,-5.3,10.6,,,
1971,2000,6,2.2,-1.1,5.4,13.0,,,
1971,2000,7,8.2,3.9,12.6,22.0,,,
1971,2000,8,5.8,2.7,9.0,26.9,,,
1971,2000,9,-0.4,-2.5,1.7,23.5,,,
1971,2000,10,-10.6,-13.5,-7.6,22.0,,,
1971,2000,11,-21.9,-25.5,-18.3,16.5,,,
1971,2000,12,-30.0,-34.1,-26.0,8.8,,,
1981,2010,1,-32.8,-36.1,-29.6,8.4,,,
1981,2010,2,-34.3,-37.9,-30.7,6.8,,,
1981,2010,3,-29.5,-33.6,-25.4,8.6,,,
1981,2010,4,-19.8,-24.4,-15.3,9.9,,,
1981,2010,5,-9.0,-13.0,-5.0,12.9,,,
1981,2010,6,2.1,-1.0,5.2,16.5,,,
1981,2010,7,8.3,3.9,12.7,24.1,,,
1981,2010,8,6.2,3.0,9.4,31.4,,,
1981,2010,9,-0.1,-2.4,2.1,26.6,,,
1981,2010,10,-9.9,-12.9,-6.9,23.2,,,
1981,2010,11,-21.9,-25.5,-18.3,13.9,,,
1981,2010,12,-29.0,-32.8,-25.2,10.7,,,
1991,2020,1,-32.6,-35.9,-29.2,8.4,,,
1991,2020,2,-34.1,-37.7,-30.5,6.7,,,
1991,2020,3,-29.4,-33.5,-25.3,9.7,,,
1991,2020,4,-20.1,-24.8,-15.4,10.6,,,
1991,2020,5,-8.8,-12.7,-4.8,12.3,,,
1991,2020,6,2.5,-0.6,5.6,19.0,,,
1991,2020,7,8.6,4.1,13.0,22.2,,,
1991,2020,8,6.4,3.1,9.8,31.0,,,
1991,2020,9,0.1,-2.2,2.5,27.0,,,
1991,2020,10,-9.5,-12.6,-6.4,25.2,,,
1991,2020,11,-21.4,-25.1,-17.6,13.8,,,
1991,2020,12,-28.6,-32.3,-25.0,12.0,,,
