start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1991,2020,1,-6.7,-10.8,-2.6,52.5,,1015.7,
1991,2020,2,-6.4,-10.7,-2.1,44.4,,1015.5,
1991,2020,3,-1.4,-5.9,3.2,46.2,,1018.1,
1991,2020,4,5.8,0.1,11.4,62.5,,1014.3,
1991,2020,5,12.2,6.0,18.4,67.1,,1014.9,
1991,2020,6,17.4,11.3,23.4,74.1,,1013.7,
1991,2020,7,20.2,14.2,26.3,83.0,,1013.9,
1991,2020,8,19.2,13.2,25.2,100.6,,1014.8,
1991,2020,9,15.4,9.4,21.4,68.9,,1016.9,
1991,2020,10,9.0,4.2,13.8,65.0,,1015.5,
1991,2020,11,2.8,-0.9,6.5,61.8,,1017.5,
1991,2020,12,-3.4,-6.8,-0.1,61.7,,1016.7,
