start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-16.2,-22.7,-9.6,21.5,,,
1961,1990,2,-13.2,-19.3,-7.2,18.8,,,
1961,1990,3,-6.2,-11.9,-0.4,31.6,,,
1961,1990,4,3.4,-3.1,10.0,30.4,,,
1961,1990,5,11.5,4.7,18.4,56.6,,,
1961,1990,6,16.2,9.6,22.8,88.5,,,
1961,1990,7,19.2,12.9,25.5,71.9,,,
1961,1990,8,17.4,11.1,23.8,75.1,,,
1961,1990,9,11.5,5.5,17.5,68.4,,,
1961,1990,10,5.4,-0.4,11.1,40.3,,,
1961,1990,11,-5.2,-10.1,-0.3,21.8,,,
1961,1990,12,-14.2,-19.9,-8.5,23.9,,,
1971,2000,1,-16.6,-22.6,-10.7,21.3,,,
1971,2000,2,-12.5,-18.3,-6.7,17.8,,,
1971,2000,3,-5.6,-11.1,-0.1,29.5,,,
1971,2000,4,3.2,-3.2,9.5,31.1,,,
1971,2000,5,11.2,4.6,17.9,60.3,,,
1971,2000,6,16.2,9.9,22.6,86.3,,,
1971,2000,7,19.0,13.0,25.0,80.5,,,
1971,2000,8,17.8,11.6,24.0,69.4,,,
1971,2000,9,11.7,5.7,17.7,66.8,,,
1971,2000,10,5.4,-0.0,10.8,43.3,,,
1971,2000,11,-5.1,-9.7,-0.5,23.3,,,
1971,2000,12,-14.2,-19.7,-8.7,24.0,,,
1981,2010,1,-14.2,-19.5,-8.9,22.0,,,
1981,2010,2,-11.6,-16.9,-6.4,18.4,,,
1981,2010,3,-5.3,-10.6,-0.0,35.9,,,
1981,2010,4,3.8,-2.4,9.9,29.8,,,
1981,2010,5,10.6,4.2,17.1,63.0,,,
1981,2010,6,16.0,10.1,21.9,89.3,,,
1981,2010,7,19.1,13.3,24.9,74.7,,,
1981,2010,8,18.2,12.2,24.1,59.5,,,
1981,2010,9,12.4,6.6,18.3,54.8,,,
1981,2010,10,5.3,0.2,10.4,45.1,,,
1981,2010,11,-4.4,-8.6,-0.3,26.4,,,
1981,2010,12,-13.1,-18.1,-8.1,21.6,,,
1991,2020,1,-14.5,-19.4,-9.6,20.9,,,
1991,2020,2,-13.1,-18.5,-7.7,16.1,,,
1991,2020,3,-5.5,-10.7,-0.3,35.7,,,
1991,2020,4,3.2,-2.7,9.1,31.8,,,
1991,2020,5,10.4,4.2,16.7,70.3,,,
1991,2020,6,16.2,10.7,21.8,92.7,,,
1991,2020,7,19.2,13.6,24.9,67.3,,,
1991,2020,8,18.3,12.3,24.3,52.9,,,
1991,2020,9,13.0,7.1,18.8,55.8,,,
1991,2020,10,5.0,0.2,9.9,41.8,,,
1991,2020,11,-4.0,-7.9,-0.2,27.5,,,
1991,2020,12,-12.5,-17.3,-7.7,21.2,,,
