start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-18.6,-24.6,-12.5,,,,
1981,2010,2,-16.4,-23.3,-9.4,,,,
1981,2010,3,-10.0,-17.3,-2.8,,,,
1981,2010,4,0.2,-5.9,6.3,,,,
1981,2010,5,7.6,0.6,14.7,,,,
1981,2010,6,14.0,6.5,21.4,,,,
1981,2010,7,16.2,9.6,22.9,,,,
1981,2010,8,15.0,8.6,21.4,,,,
1981,2010,9,10.8,4.8,16.7,,,,
1981,2010,10,3.6,-0.7,8.0,,,,
1981,2010,11,-3.6,-7.4,0.3,,,,
1981,2010,12,-13.0,-17.7,-8.2,,,,
1991,2020,1,-18.2,-24.1,-12.3,42.2,,,
1991,2020,2,-16.4,-23.0,-9.9,39.9,,,
1991,2020,3,-10.4,-17.5,-3.3,41.2,,,
1991,2020,4,-1.0,-7.2,5.2,61.8,,,
1991,2020,5,7.5,0.5,14.5,74.8,,,
1991,2020,6,13.7,6.4,21.0,81.9,,,
1991,2020,7,16.6,9.9,23.2,116.4,,,
1991,2020,8,15.2,9.0,21.4,79.4,,,
1991,2020,9,11.0,5.0,16.9,97.1,,,
1991,2020,10,3.8,-0.5,8.1,87.9,,,
1991,2020,11,-4.0,-7.8,-0.2,68.8,,,
1991,2020,12,-13.0,-17.6,-8.4,51.1,,,
