start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1971,2000,1,-25.8,-31.2,-20.5,20.9,,,
1971,2000,2,-20.6,-26.8,-14.5,15.6,,,
1971,2000,3,-13.2,-20.6,-5.7,21.6,,,
1971,2000,4,-3.0,-9.8,3.8,16.2,,,
1971,2000,5,6.0,-0.4,12.4,34.3,,,
1971,2000,6,13.1,6.2,20.0,51.5,,,
1971,2000,7,15.8,9.1,22.5,57.1,,,
1971,2000,8,14.0,7.6,20.4,76.2,,,
1971,2000,9,7.4,2.3,12.6,60.0,,,
1971,2000,10,-0.7,-4.5,3.1,35.1,,,
1971,2000,11,-13.2,-17.4,-8.9,32.1,,,
1971,2000,12,-21.7,-26.6,-16.8,20.6,,,
1981,2010,1,-24.8,-30.0,-19.5,19.3,,,
1981,2010,2,-21.0,-27.2,-14.9,14.7,,,
1981,2010,3,-13.6,-21.0,-6.1,20.6,,,
1981,2010,4,-2.8,-9.6,4.0,18.9,,,
1981,2010,5,5.6,-1.0,12.1,31.7,,,
1981,2010,6,12.9,5.8,20.0,45.2,,,
1981,2010,7,15.9,9.1,22.7,61.6,,,
1981,2010,8,14.0,7.7,20.2,70.5,,,
1981,2010,9,7.7,2.5,12.9,59.6,,,
1981,2010,10,-0.4,-4.3,3.4,34.1,,,
1981,2010,11,-12.4,-16.5,-8.2,30.1,,,
1981,2010,12,-21.2,-26.2,-16.3,18.2,,,
1991,2020,1,-24.2,-29.2,-19.1,16.3,,,
1991,2020,2,-20.5,-26.7,-14.3,13.0,,,
1991,2020,3,-13.8,-21.2,-6.4,18.3,,,
1991,2020,4,-3.4,-10.2,3.5,18.8,,,
1991,2020,5,5.7,-0.9,12.3,29.2,,,
1991,2020,6,13.1,6.0,20.2,39.0,,,
1991,2020,7,16.1,9.2,23.0,62.2,,,
1991,2020,8,14.2,8.0,20.5,76.6,,,
1991,2020,9,7.7,2.4,13.0,59.4,,,
1991,2020,10,-0.4,-4.1,3.3,31.7,,,
1991,2020,11,-12.0,-16.2,-7.7,24.3,,,
1991,2020,12,-20.8,-25.5,-16.1,14.0,,,
