start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-21.4,-26.5,-16.4,16.6,,1019.9,6084.0
1961,1990,2,-17.6,-23.4,-11.8,15.1,,1020.3,7776.0
1961,1990,3,-10.1,-16.3,-3.9,21.0,,1018.5,10758.0
1961,1990,4,0.5,-5.4,6.4,26.2,,1016.7,13968.0
1961,1990,5,8.7,2.3,15.1,33.6,,1014.9,16794.0
1961,1990,6,14.8,8.9,20.7,63.1,,1011.3,16998.0
1961,1990,7,17.7,12.1,23.3,69.1,,1012.2,18060.0
1961,1990,8,16.4,10.7,22.0,65.0,,1012.9,16122.0
1961,1990,9,9.8,5.0,14.7,58.3,,1014.0,9768.0
1961,1990,10,3.4,-0.7,7.6,37.5,,1013.7,7092.0
1961,1990,11,-7.8,-11.5,-4.0,26.6,,1016.1,4164.0
1961,1990,12,-18.0,-22.5,-13.6,19.8,,1018.6,4602.0
1971,2000,1,-20.6,-25.5,-15.7,16.1,,1019.7,6040.0
1971,2000,2,-16.1,-21.6,-10.6,13.6,,1019.6,7453.8
1971,2000,3,-8.9,-14.9,-2.9,19.3,,1018.2,11310.0
1971,2000,4,1.0,-5.0,7.0,25.3,,1017.1,14356.2
1971,2000,5,9.0,2.6,15.3,36.3,,1014.8,16444.6
1971,2000,6,14.9,9.0,20.8,67.7,,1011.5,16857.6
1971,2000,7,17.7,12.0,23.4,64.9,,1012.2,17932.8
1971,2000,8,16.5,10.8,22.2,62.4,,1013.1,16490.8
1971,2000,9,10.0,5.1,15.0,56.3,,1013.9,10509.6
1971,2000,10,3.2,-1.0,7.3,40.1,,1014.4,7186.2
1971,2000,11,-7.8,-11.4,-4.1,22.7,,1016.4,4797.4
1971,2000,12,-17.4,-21.8,-13.0,18.5,,1018.4,5005.0
1981,2010,1,-19.1,-23.9,-14.3,16.9,,1019.8,5869.6
1981,2010,2,-15.8,-21.3,-10.3,13.5,,1019.1,7336.8
1981,2010,3,-8.6,-14.5,-2.6,18.0,,1018.6,11294.4
1981,2010,4,1.2,-4.7,7.2,23.5,,1016.9,14169.6
1981,2010,5,8.4,2.1,14.7,40.0,,1015.0,16629.6
1981,2010,6,15.0,9.1,20.9,66.5,,1012.0,16893.6
1981,2010,7,18.1,12.4,23.8,68.7,,1012.1,17747.0
1981,2010,8,16.9,11.3,22.5,66.8,,1013.2,16925.0
1981,2010,9,10.8,5.7,15.8,58.1,,1013.5,10518.3
1981,2010,10,3.1,-1.0,7.2,38.4,,1014.5,7217.5
1981,2010,11,-7.4,-11.0,-3.8,20.8,,1016.1,4650.0
1981,2010,12,-16.5,-20.9,-12.2,19.5,,1018.4,4846.4
1991,2020,1,-18.8,-23.6,-14.1,18.8,,1020.5,6092.3
1991,2020,2,-16.0,-21.6,-10.5,11.2,,1019.4,7360.0
1991,2020,3,-9.1,-15.2,-3.0,15.6,,1018.3,11544.0
1991,2020,4,0.8,-5.2,6.8,22.4,,1017.2,14336.0
1991,2020,5,8.4,2.0,14.7,40.1,,1015.0,16536.0
1991,2020,6,15.1,9.3,20.9,79.6,,1012.1,16404.0
1991,2020,7,18.4,12.7,24.1,80.3,,1011.9,17635.7
1991,2020,8,17.0,11.6,22.5,63.3,,1012.8,16530.0
1991,2020,9,11.2,6.0,16.5,55.3,,1012.8,10892.3
1991,2020,10,3.0,-1.0,6.9,44.1,,1014.6,6934.3
1991,2020,11,-7.5,-11.2,-3.8,20.9,,1016.3,4938.5
1991,2020,12,-16.0,-20.3,-11.6,21.5,,1018.2,4790.0
