start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-15.9,-21.2,-10.6,,,,
1981,2010,2,-13.1,-19.6,-6.6,,,,
1981,2010,3,-6.8,-12.8,-0.9,,,,
1981,2010,4,2.6,-3.3,8.5,,,,
1981,2010,5,9.0,2.0,16.0,,,,
1981,2010,6,13.6,7.2,20.1,,,,
1981,2010,7,16.4,9.5,23.3,,,,
1981,2010,8,15.2,8.1,22.3,,,,
1981,2010,9,10.2,3.5,16.9,,,,
1981,2010,10,2.9,-2.9,8.7,,,,
1981,2010,11,-5.4,-10.3,-0.6,,,,
1981,2010,12,-13.6,-19.2,-8.0,,,,
1991,2020,1,-15.0,-20.5,-9.6,13.2,,,
1991,2020,2,-13.6,-20.0,-7.3,10.7,,,
1991,2020,3,-7.1,-13.0,-1.2,10.8,,,
1991,2020,4,2.2,-3.7,8.1,21.6,,,
1991,2020,5,9.2,2.2,16.3,27.7,,,
1991,2020,6,13.9,7.5,20.3,70.4,,,
1991,2020,7,16.6,9.9,23.3,70.0,,,
1991,2020,8,15.3,8.3,22.3,56.2,,,
1991,2020,9,10.2,3.5,17.0,38.5,,,
1991,2020,10,3.1,-2.7,8.8,15.8,,,
1991,2020,11,-6.2,-10.8,-1.5,12.0,,,
1991,2020,12,-13.2,-18.7,-7.8,8.2,,,
