start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-1.0,-4.1,2.1,,,,
1981,2010,2,2.0,-2.0,6.0,,,,
1981,2010,3,5.5,0.5,10.5,,,,
1981,2010,4,10.5,4.3,16.7,,,,
1981,2010,5,14.8,8.6,20.9,,,,
1981,2010,6,18.3,12.3,24.3,,,,
1981,2010,7,22.5,15.7,29.4,,,,
1981,2010,8,21.9,15.0,28.8,,,,
1981,2010,9,17.4,10.8,23.9,,,,
1981,2010,10,9.8,5.3,14.2,,,,
1981,2010,11,3.9,0.8,7.0,,,,
1981,2010,12,-1.6,-4.3,1.0,,,,
1991,2020,1,-0.8,-3.7,2.2,,,,
1991,2020,2,1.8,-2.2,5.7,,,,
1991,2020,3,5.4,0.6,10.2,,,,
1991,2020,4,10.2,4.1,16.3,,,,
1991,2020,5,15.4,9.0,21.7,,,,
1991,2020,6,18.5,12.5,24.5,,,,
1991,2020,7,22.2,15.5,28.9,,,,
1991,2020,8,22.0,15.1,29.0,,,,
1991,2020,9,17.3,10.9,23.7,,,,
1991,2020,10,9.9,5.4,14.3,,,,
1991,2020,11,3.8,0.7,6.8,,,,
1991,2020,12,-1.0,-3.6,1.5,,,,
