start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-12.6,-19.5,-5.8,14.9,,,
1981,2010,2,-9.8,-16.7,-3.0,9.7,,,
1981,2010,3,-3.8,-10.3,2.8,18.1,,,
1981,2010,4,5.2,-2.3,12.7,24.2,,,
1981,2010,5,10.4,2.5,18.2,44.7,,,
1981,2010,6,15.0,7.7,22.4,61.8,,,
1981,2010,7,19.5,10.7,28.3,42.2,,,
1981,2010,8,18.8,9.8,27.7,31.2,,,
1981,2010,9,12.2,3.9,20.6,31.2,,,
1981,2010,10,4.8,-2.8,12.3,17.5,,,
1981,2010,11,-3.4,-10.1,3.4,14.6,,,
1981,2010,12,-11.4,-17.9,-4.9,12.7,,,
1991,2020,1,-11.9,-18.5,-5.3,12.0,,,
1991,2020,2,-10.0,-16.8,-3.3,8.9,,,
1991,2020,3,-3.6,-10.3,3.2,15.6,,,
1991,2020,4,4.6,-2.9,12.1,24.9,,,
1991,2020,5,10.6,2.5,18.7,43.7,,,
1991,2020,6,15.2,7.6,22.9,59.5,,,
1991,2020,7,19.2,10.6,27.9,45.7,,,
1991,2020,8,18.6,9.5,27.7,33.3,,,
1991,2020,9,12.4,3.9,20.9,32.7,,,
1991,2020,10,4.5,-3.0,12.0,22.8,,,
1991,2020,11,-3.4,-10.2,3.3,15.0,,,
1991,2020,12,-10.7,-17.1,-4.3,11.2,,,
