start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-14.5,-19.9,-9.1,24.8,,,
1981,2010,2,-12.4,-18.3,-6.5,19.0,,,
1981,2010,3,-5.2,-11.3,0.8,35.2,,,
1981,2010,4,2.6,-3.5,8.7,40.4,,,
1981,2010,5,8.8,2.4,15.1,86.0,,,
1981,2010,6,14.4,8.0,20.7,97.0,,,
1981,2010,7,17.6,11.1,24.2,75.6,,,
1981,2010,8,17.2,11.0,23.4,72.1,,,
1981,2010,9,12.9,7.5,18.3,90.3,,,
1981,2010,10,5.4,1.5,9.3,94.2,,,
1981,2010,11,-1.1,-4.4,2.3,55.5,,,
1981,2010,12,-10.3,-14.6,-6.0,34.7,,,
1991,2020,1,-14.2,-19.3,-9.0,28.1,,,
1991,2020,2,-12.8,-18.7,-6.9,22.4,,,
1991,2020,3,-5.8,-11.8,0.3,33.6,,,
1991,2020,4,1.8,-4.3,8.0,41.3,,,
1991,2020,5,8.6,2.2,15.0,80.6,,,
1991,2020,6,14.2,7.8,20.7,82.6,,,
1991,2020,7,17.8,11.3,24.3,70.6,,,
1991,2020,8,17.1,11.0,23.2,67.4,,,
1991,2020,9,12.8,7.4,18.1,85.9,,,
1991,2020,10,5.2,1.5,8.9,90.6,,,
1991,2020,11,-1.8,-5.3,1.6,51.2,,,
1991,2020,12,-10.2,-14.4,-6.1,37.3,,,
