start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1981,2010,1,-8.5,-13.2,-3.8,31.8,,,
1981,2010,2,-6.7,-11.2,-2.2,21.8,,,
1981,2010,3,-3.5,-8.0,1.0,34.8,,,
1981,2010,4,3.2,-2.1,8.5,46.2,,,
1981,2010,5,8.2,2.7,13.7,58.6,,,
1981,2010,6,12.8,7.5,18.0,106.2,,,
1981,2010,7,17.0,10.8,23.2,42.5,,,
1981,2010,8,16.3,10.1,22.5,48.1,,,
1981,2010,9,11.1,5.2,17.0,49.1,,,
1981,2010,10,4.2,-0.8,9.3,28.0,,,
1981,2010,11,-2.2,-6.5,2.1,24.2,,,
1981,2010,12,-7.8,-12.3,-3.4,33.4,,,
1991,2020,1,-8.0,-12.7,-3.2,32.9,,,
1991,2020,2,-7.5,-12.0,-3.0,28.3,,,
1991,2020,3,-3.4,-8.0,1.1,34.9,,,
1991,2020,4,2.9,-2.4,8.2,50.7,,,
1991,2020,5,8.8,3.1,14.4,60.0,,,
1991,2020,6,13.0,7.6,18.3,98.3,,,
1991,2020,7,17.0,10.9,23.2,46.8,,,
1991,2020,8,16.6,10.4,22.9,40.9,,,
1991,2020,9,11.4,5.5,17.2,48.6,,,
1991,2020,10,4.0,-0.9,8.8,37.8,,,
1991,2020,11,-2.5,-6.9,1.9,27.9,,,
1991,2020,12,-7.6,-11.9,-3.2,33.4,,,
