start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-18.2,-23.4,-12.9,26.2,,,
1961,1990,2,-15.0,-21.1,-9.0,18.6,,,
1961,1990,3,-8.1,-14.0,-2.2,26.9,,,
1961,1990,4,2.2,-3.2,7.5,26.0,,,
1961,1990,5,11.0,5.1,16.9,50.2,,,
1961,1990,6,16.4,10.8,22.0,78.0,,,
1961,1990,7,19.0,13.1,24.9,77.6,,,
1961,1990,8,17.6,11.6,23.7,69.5,,,
1961,1990,9,12.0,6.0,18.0,50.7,,,
1961,1990,10,5.0,-0.3,10.4,32.0,,,
1961,1990,11,-4.6,-8.9,-0.3,20.0,,,
1961,1990,12,-14.4,-19.4,-9.5,25.0,,,
1971,2000,1,-17.6,-22.8,-12.3,21.8,,,
1971,2000,2,-14.5,-20.6,-8.4,17.6,,,
1971,2000,3,-7.1,-12.9,-1.3,26.2,,,
1971,2000,4,1.9,-3.5,7.3,23.9,,,
1971,2000,5,11.0,5.1,17.0,54.4,,,
1971,2000,6,16.7,11.1,22.3,81.6,,,
1971,2000,7,19.1,13.4,24.8,79.7,,,
1971,2000,8,17.8,11.8,23.7,62.4,,,
1971,2000,9,12.0,6.0,17.9,53.9,,,
1971,2000,10,5.2,-0.2,10.6,37.3,,,
1971,2000,11,-5.0,-9.4,-0.7,27.9,,,
1971,2000,12,-14.6,-19.9,-9.3,26.1,,,
1981,2010,1,-15.3,-20.1,-10.5,22.1,,,
1981,2010,2,-13.7,-19.6,-7.8,15.8,,,
1981,2010,3,-6.4,-12.0,-0.8,27.0,,,
1981,2010,4,2.8,-2.8,8.3,27.9,,,
1981,2010,5,10.7,4.8,16.6,60.6,,,
1981,2010,6,16.6,11.0,22.1,87.5,,,
1981,2010,7,19.2,13.6,24.9,75.3,,,
1981,2010,8,18.2,12.2,24.1,59.1,,,
1981,2010,9,12.7,6.6,18.8,50.2,,,
1981,2010,10,5.1,-0.2,10.4,39.2,,,
1981,2010,11,-4.4,-8.7,-0.0,28.9,,,
1981,2010,12,-13.2,-18.0,-8.5,29.5,,,
1991,2020,1,-15.8,-20.6,-11.1,21.7,,,
1991,2020,2,-14.0,-19.7,-8.3,16.4,,,
1991,2020,3,-6.6,-12.3,-1.0,28.8,,,
1991,2020,4,2.8,-2.8,8.3,33.1,,,
1991,2020,5,10.4,4.7,16.1,69.1,,,
1991,2020,6,16.8,11.4,22.2,90.6,,,
1991,2020,7,19.2,13.8,24.7,72.5,,,
1991,2020,8,18.0,12.1,23.8,57.6,,,
1991,2020,9,12.8,6.9,18.8,47.7,,,
1991,2020,10,5.2,0.1,10.3,40.1,,,
1991,2020,11,-4.1,-8.6,0.4,32.9,,,
1991,2020,12,-13.1,-17.9,-8.3,30.9,,,
