start,end,month,tavg,tmin,tmax,prcp,wspd,pres,tsun
1961,1990,1,-20.6,-26.9,-14.3,36.8,,1015.7,5565.0
1961,1990,2,-19.0,-26.3,-11.8,24.5,,1017.7,7607.1
1961,1990,3,-12.3,-19.9,-4.7,33.8,,1017.7,9232.0
1961,1990,4,-2.4,-8.6,3.8,40.8,,1016.3,10708.0
1961,1990,5,5.7,-0.5,11.9,51.5,,1015.0,13092.0
1961,1990,6,11.5,4.6,18.4,74.9,,1012.2,13162.5
1961,1990,7,15.1,8.4,21.8,102.5,,1011.6,15432.0
1961,1990,8,14.0,7.7,20.4,82.3,,1012.7,13031.2
1961,1990,9,9.4,4.1,14.6,83.4,,1014.1,7367.1
1961,1990,10,3.8,-0.4,8.1,74.1,,1013.9,5544.0
1961,1990,11,-4.8,-8.8,-0.8,59.0,,1014.1,3491.2
1961,1990,12,-16.6,-22.2,-11.0,36.6,,1016.4,3977.1
1971,2000,1,-20.6,-26.9,-14.4,32.8,,1015.7,5706.3
1971,2000,2,-18.2,-25.4,-10.9,20.2,,1017.9,7764.7
1971,2000,3,-11.9,-19.3,-4.4,28.4,,1017.6,9473.3
1971,2000,4,-2.3,-8.4,3.8,37.2,,1016.8,10880.0
1971,2000,5,6.0,-0.4,12.4,50.8,,1014.9,12988.2
1971,2000,6,11.9,4.9,18.8,72.1,,1012.0,13233.3
1971,2000,7,15.2,8.4,22.1,102.3,,1011.5,15229.4
1971,2000,8,14.5,8.0,21.0,76.0,,1013.2,12843.3
1971,2000,9,9.4,4.0,14.8,86.7,,1013.5,7327.5
1971,2000,10,3.4,-0.7,7.6,74.7,,1014.2,5490.0
1971,2000,11,-5.0,-8.8,-1.1,51.9,,1014.0,3406.7
1971,2000,12,-16.4,-21.9,-11.0,31.7,,1016.1,3836.2
1981,2010,1,-19.6,-25.5,-13.6,26.7,,1016.5,5681.5
1981,2010,2,-17.2,-24.0,-10.3,20.0,,1018.1,7755.0
1981,2010,3,-11.2,-18.4,-4.0,25.7,,1018.1,9770.0
1981,2010,4,-1.4,-7.3,4.6,35.6,,1016.7,10705.0
1981,2010,5,6.5,0.1,12.9,52.8,,1015.1,13243.6
1981,2010,6,12.3,5.4,19.2,69.0,,1012.1,13140.0
1981,2010,7,15.8,9.1,22.4,102.2,,1011.5,14923.6
1981,2010,8,15.2,8.9,21.4,76.3,,1013.3,12500.0
1981,2010,9,10.6,5.3,15.8,93.6,,1013.2,7020.0
1981,2010,10,4.0,-0.1,8.1,73.5,,1014.2,5509.1
1981,2010,11,-4.2,-7.9,-0.5,53.0,,1014.0,2985.0
1981,2010,12,-14.6,-19.7,-9.6,32.5,,1015.4,3420.0
1991,2020,1,-18.6,-24.2,-13.1,28.0,,1016.8,
1991,2020,2,-17.0,-23.5,-10.5,21.4,,1017.3,
1991,2020,3,-11.0,-17.9,-4.2,21.9,,1018.0,
1991,2020,4,-1.9,-7.8,4.0,33.0,,1017.7,
1991,2020,5,6.6,0.4,12.9,59.9,,1015.0,
1991,2020,6,12.8,5.9,19.6,71.1,,1012.8,
1991,2020,7,16.4,10.0,22.8,94.0,,1011.0,
1991,2020,8,15.6,9.6,21.6,80.5,,1013.1,
1991,2020,9,11.2,5.9,16.6,90.0,,1012.4,
1991,2020,10,4.5,0.4,8.6,76.8,,1014.0,
1991,2020,11,-4.0,-7.6,-0.3,48.4,,1014.0,
1991,2020,12,-13.4,-18.1,-8.7,33.3,,1015.4,
