start,end,month,tavg,tmin,tmax,prcp
1991,2020,9,11.7,4.6,18.8,34.9
1991,2020,10,3.8,-2.2,9.9,20.5
1991,2020,11,-5.1,-10.1,-0.2,12
1991,2020,12,-12.8,-17.7,-7.8,13.6
1961,1990,1,-21.4,-26.5,-16.4,16.6
1961,1990,2,-17.6,-23.4,-11.8,15.1
1961,1990,3,-10.1,-16.3,-3.9,21
1961,1990,4,0.5,-5.4,6.4,26.2
1961,1990,5,8.7,2.3,15.1,33.6
1961,1990,6,14.8,8.9,20.7,63.1
1961,1990,7,17.7,12.1,23.3,69.1
1961,1990,8,16.4,10.7,22,65
1961,1990,9,9.8,5,14.7,58.3
1961,1990,10,3.4,-0.7,7.6,37.5
1961,1990,11,-7.8,-11.5,-4,26.6
1961,1990,12,-18,-22.5,-13.6,19.8
1971,2000,1,-20.6,-25.5,-15.7,16.1
1971,2000,2,-16.1,-21.6,-10.6,13.6
1971,2000,3,-8.9,-14.9,-2.9,19.3
1971,2000,4,1,-5,7,25.3
1971,2000,5,9,2.6,15.3,36.3
1971,2000,6,14.9,9,20.8,67.7
1971,2000,7,17.7,12,23.4,64.9
1971,2000,8,16.5,10.8,22.2,62.4
1971,2000,9,10,5.1,15,56.3
1971,2000,10,3.2,-1,7.3,40.1
1971,2000,11,-7.8,-11.4,-4.1,22.7
1971,2000,12,-17.4,-21.8,-13,18.5
1981,2010,1,-19.1,-23.9,-14.3,16.9
1981,2010,2,-15.8,-21.3,-10.3,13.5
1981,2010,3,-8.6,-14.5,-2.6,18
1981,2010,4,1.2,-4.7,7.2,23.5
1981,2010,5,8.4,2.1,14.7,40
1981,2010,6,15,9.1,20.9,66.5
1981,2010,7,18.1,12.4,23.8,68.7
1981,2010,8,16.9,11.3,22.5,66.8
1981,2010,9,10.8,5.7,15.8,58.1
1981,2010,10,3.1,-1,7.2,38.4
1981,2010,11,-7.4,-11,-3.8,20.8
1981,2010,12,-16.5,-20.9,-12.2,19.5
1991,2020,1,-18.8,-23.6,-14.1,18.8
1991,2020,2,-16,-21.6,-10.5,11.2
1991,2020,3,-9.1,-15.2,-3,15.6
1991,2020,4,0.8,-5.2,6.8,22.4
1991,2020,5,8.4,2,14.7,40.1
1991,2020,6,15.1,9.3,20.9,79.6
1991,2020,7,18.4,12.7,24.1,80.3
1991,2020,8,17,11.6,22.5,63.3
1991,2020,9,11.2,6,16.5,55.3
1991,2020,10,3,-1,6.9,44.1
1991,2020,11,-7.5,-11.2,-3.8,20.9
1991,2020,12,-16,-20.3,-11.6,21.5
1961,1990,1,-17.5,-23.4,-11.7,14.4
1961,1990,2,-15.2,-20.9,-9.5,13.2
1961,1990,3,-7.6,-13.8,-1.4,26.6
1961,1990,4,2.6,-3.8,9,25.5
1961,1990,5,9.9,2.9,16.9,46.2
1961,1990,6,14.8,7.6,21.9,66.6
1961,1990,7,17.7,11.1,24.3,80.3
1961,1990,8,15.8,8.8,22.9,56.7
1961,1990,9,9.7,3.2,16.2,51.6
1961,1990,10,3.2,-2.5,8.9,34.1
1961,1990,11,-7.6,-12,-3.1,22.3
1961,1990,12,-16.8,-22,-11.6,18.4
1971,2000,1,-17.4,-23.2,-11.5,14.8
1971,2000,2,-14.5,-20.2,-8.8,14.1
1971,2000,3,-6.9,-13,-0.8,21.8
1971,2000,4,2.6,-4,9.1,23.3
1971,2000,5,9.9,2.8,17,39.1
1971,2000,6,14.5,7.4,21.6,70.5
1971,2000,7,17.5,11,24,83.1
1971,2000,8,16,8.9,23.2,57.6
1971,2000,9,9.7,3.2,16.2,48.1
1971,2000,10,2.9,-2.7,8.6,30.6
1971,2000,11,-7.4,-11.8,-3.1,19
1971,2000,12,-16.8,-21.9,-11.6,17
1981,2010,1,-16.8,-22.5,-11.1,14.2
1981,2010,2,-14,-19.9,-8.2,13.1
1981,2010,3,-6.6,-12.7,-0.4,20.5
1981,2010,4,2.6,-3.9,9.2,25.7
1981,2010,5,9.5,2.3,16.7,42
1981,2010,6,14.6,7.5,21.6,68.1
1981,2010,7,17.2,10.8,23.7,75.8
1981,2010,8,16.1,9,23.2,59.4
1981,2010,9,10,3.4,16.6,48.4
1981,2010,10,3.3,-2.3,8.8,26.9
1981,2010,11,-7.1,-11.4,-2.8,18.3
1981,2010,12,-17.2,-22.2,-12.2,18.5
1991,2020,1,-16.4,-21.8,-10.9,19
1991,2020,2,-14.7,-21,-8.4,12.3
1991,2020,3,-7,-13.4,-0.6,16.8
1991,2020,4,1.7,-5.1,8.4,22.2
1991,2020,5,9.4,1.9,17,32.8
1991,2020,6,14.6,7.9,21.4,66
1991,2020,7,17.7,11.3,24.1,68.8
1991,2020,8,16.5,9.6,23.4,58
1991,2020,9,11.2,4.4,18.1,39.4
1991,2020,10,3.1,-1.9,8.1,26.8
1991,2020,11,-6.6,-10.9,-2.2,20
1991,2020,12,-15.3,-19.9,-10.7,16.3
1961,1990,1,-19.9,-26.1,-13.7,15
1961,1990,2,-16,-22.7,-9.3,14
1961,1990,3,-8.9,-15.4,-2.4,18
1961,1990,4,2.6,-3.8,9,22
1961,1990,5,10.4,3,17.8,42
1961,1990,6,15.2,8.2,22.1,67
1961,1990,7,17.6,10.9,24.2,72
1961,1990,8,16,9,23.1,59
1961,1990,9,9.9,3.3,16.5,40
1961,1990,10,3.6,-2.5,9.8,22
1961,1990,11,-7.6,-12.4,-2.8,17
1961,1990,12,-17,-22.6,-11.4,19
1971,2000,1,-19.1,-25.1,-13.1,16.3
1971,2000,2,-14.6,-20.9,-8.4,11.6
1971,2000,3,-7.4,-13.6,-1.3,16.2
1971,2000,4,3.1,-3.3,9.5,27.1
1971,2000,5,10.5,3.4,17.7,47.7
1971,2000,6,15.2,8.6,21.8,72.6
1971,2000,7,17.4,11.1,23.8,76.8
1971,2000,8,16.2,9.4,23.1,58
1971,2000,9,10.1,3.6,16.6,39.5
1971,2000,10,3.4,-2.5,9.3,24.1
1971,2000,11,-7.6,-12.2,-3,16.5
1971,2000,12,-16,-21.4,-10.6,17.8
1981,2010,1,-17.2,-22.9,-11.4,16.6
1981,2010,2,-14.1,-20.2,-8,11.1
1981,2010,3,-6.8,-12.8,-0.9,17.8
1981,2010,4,3.3,-3.1,9.7,28.9
1981,2010,5,10.2,3.1,17.3,44
1981,2010,6,15.2,8.7,21.8,69.6
1981,2010,7,17.8,11.5,24.2,78.1
1981,2010,8,16.6,9.9,23.4,59.2
1981,2010,9,10.6,4.1,17.2,44.8
1981,2010,10,3.2,-2.5,8.8,27.7
1981,2010,11,-6.8,-11.4,-2.3,16.7
1981,2010,12,-15,-20.2,-9.8,16.4
1991,2020,1,-17,-22.6,-11.3,17.8
1991,2020,2,-14.6,-20.7,-8.4,10.9
1991,2020,3,-7.3,-13.3,-1.3,14.5
1991,2020,4,2.6,-3.8,8.9,27.2
1991,2020,5,10,2.7,17.4,39.6
1991,2020,6,15.1,8.7,21.5,84.3
1991,2020,7,17.8,11.5,24.2,75.1
1991,2020,8,16.6,9.8,23.4,50.7
1991,2020,9,11,4.2,17.7,40.5
1991,2020,10,3,-2.4,8.5,30.3
1991,2020,11,-6.6,-11.1,-2.2,17.9
1991,2020,12,-14.2,-19.2,-9.2,13.6
1961,1990,1,-13.3,-18.5,-8.1,20
1961,1990,2,-9.7,-14.8,-4.6,16.2
1961,1990,3,-4.4,-9.6,0.9,19.5
1961,1990,4,4.3,-1.8,10.4,24.7
1961,1990,5,10.7,4,17.4,45.7
1961,1990,6,15.6,8.9,22.3,66.8
1961,1990,7,18.2,11.1,25.4,48.9
1961,1990,8,17.6,10.3,24.9,38.2
1961,1990,9,11.5,4.8,18.1,33.7
1961,1990,10,5.5,-0.8,11.8,17.5
1961,1990,11,-4.1,-9.3,1.2,14.7
1961,1990,12,-10.9,-15.9,-5.9,21.5
1971,2000,1,-12.4,-17.5,-7.3,16.9
1971,2000,2,-8.9,-13.9,-3.9,13.8
1971,2000,3,-3,-8.3,2.3,20
1971,2000,4,4.8,-1.6,11.2,25.6
1971,2000,5,10.8,4,17.6,52
1971,2000,6,15.4,8.7,22,67.8
1971,2000,7,18,11,25,54.6
1971,2000,8,17.6,10.3,24.9,44.8
1971,2000,9,11.5,4.7,18.3,31.3
1971,2000,10,5.2,-1.1,11.5,20.4
1971,2000,11,-3.9,-9,1.2,14.5
1971,2000,12,-10.4,-15.5,-5.4,21.7
1981,2010,1,-10.4,-15.2,-5.5,18.1
1981,2010,2,-8.4,-13.3,-3.5,12.1
1981,2010,3,-2.6,-7.8,2.6,19.4
1981,2010,4,5,-1.4,11.5,21.3
1981,2010,5,10.6,3.8,17.3,49.3
1981,2010,6,15.1,8.8,21.4,74.5
1981,2010,7,18.2,11.3,25.1,54.9
1981,2010,8,17.9,10.7,25.1,45.6
1981,2010,9,11.8,5.1,18.5,38.9
1981,2010,10,5,-1.1,11.2,22.3
1981,2010,11,-3.1,-8.1,1.9,15.9
1981,2010,12,-10.1,-14.8,-5.4,20.2
1991,2020,1,-10.3,-14.9,-5.7,19.4
1991,2020,2,-8.8,-13.6,-4,12.4
1991,2020,3,-3,-8.2,2.2,18.4
1991,2020,4,4.8,-1.6,11.1,23.5
1991,2020,5,10.4,3.7,17.1,44.4
1991,2020,6,15,9,21,84.6
1991,2020,7,18.2,11.5,25,50.3
1991,2020,8,17.9,10.7,25.1,52.8
1991,2020,9,12.4,5.8,19,41.9
1991,2020,10,4.8,-1,10.7,26.3
1991,2020,11,-2.4,-7.3,2.4,17.1
1991,2020,12,-9.2,-13.6,-4.8,19.4
1991,2020,1,,-16.7,,
1991,2020,2,,-18.3,,
1991,2020,3,,-10.4,,
1991,2020,4,,-3.6,,
1991,2020,5,,4.1,,
1991,2020,6,,8.8,,
1991,2020,7,,11.3,,
1991,2020,8,,9.8,,
1991,2020,9,,4.7,,
1991,2020,10,,-2.2,,
1991,2020,11,,-10.1,,
1991,2020,12,,-15.7,,
1971,2000,1,,,,18.5
1971,2000,2,,,,12.1
1971,2000,3,,,,25.7
1971,2000,4,,,,27.7
1971,2000,5,,,,56.5
1971,2000,6,,,,64.4
1971,2000,7,,,,58
1971,2000,8,,,,45.6
1971,2000,9,,,,45.2
1971,2000,10,,,,29.5
1971,2000,11,,,,25.2
1971,2000,12,,,,15.9
1981,2010,1,,,,17.5
1981,2010,2,,,,11.7
1981,2010,3,,,,24.5
1981,2010,4,,,,29.9
1981,2010,5,,,,63
1981,2010,6,,,,70.8
1981,2010,7,,,,58.8
1981,2010,8,,,,42.5
1981,2010,9,,,,47.8
1981,2010,10,,,,29.5
1981,2010,11,,,,25.5
1981,2010,12,,,,16.3
1991,2020,1,,,,15.2
1991,2020,2,,,,10.1
1991,2020,3,,,,21.2
1991,2020,4,,,,34.1
1991,2020,5,,,,67.8
1991,2020,6,,,,82
1991,2020,7,,,,68.7
1991,2020,8,,,,41.6
1991,2020,9,,,,41.3
1991,2020,10,,,,29.9
1991,2020,11,,,,20.6
1991,2020,12,,,,15.4
1961,1990,1,-17.4,-22.5,-12.4,18.4
1961,1990,2,-13.9,-19.1,-8.7,12.8
1961,1990,3,-7.3,-12.3,-2.3,17.3
1961,1990,4,3.6,-2.2,9.4,21.7
1961,1990,5,11.4,4.7,18.1,37
1961,1990,6,15.8,9.5,22.2,64.2
1961,1990,7,17.9,11.6,24.2,68.2
1961,1990,8,17,10.3,23.6,49.3
1961,1990,9,10.8,4.7,17,30.6
1961,1990,10,4.8,-1.2,10.7,13.6
1961,1990,11,-6.4,-10.7,-2,16.3
1961,1990,12,-14.9,-19.6,-10.2,19
1971,2000,1,-17,-22.2,-11.8,17.6
1971,2000,2,-13.1,-18.3,-7.9,10.7
1971,2000,3,-6.2,-11.3,-1.1,15.6
1971,2000,4,4.2,-2,10.3,25.8
1971,2000,5,11.4,4.6,18.2,38.4
1971,2000,6,15.7,9.3,22.1,58
1971,2000,7,17.6,11.2,24,70.5
1971,2000,8,16.8,10,23.5,55.2
1971,2000,9,10.9,4.4,17.3,31.7
1971,2000,10,4.2,-1.9,10.3,14.1
1971,2000,11,-6.6,-11.1,-2.1,17.4
1971,2000,12,-14.3,-19.2,-9.4,17.1
1981,2010,1,-15.8,-21.2,-10.5,16.1
1981,2010,2,-12.4,-17.9,-7,10.2
1981,2010,3,-5.8,-11,-0.6,14
1981,2010,4,4.2,-2.2,10.7,25.8
1981,2010,5,10.9,3.9,17.9,35.8
1981,2010,6,15.5,9,22,60.9
1981,2010,7,17.6,11,24.2,73.3
1981,2010,8,16.9,9.8,24,59.8
1981,2010,9,10.9,4.2,17.6,35.2
1981,2010,10,3.7,-2.4,9.8,16.3
1981,2010,11,-6.4,-11.1,-1.8,15.8
1981,2010,12,-13.4,-18.4,-8.5,13.5
1991,2020,1,-15.8,-21.1,-10.5,14.8
1991,2020,2,-12.8,-18.2,-7.3,9
1991,2020,3,-6.2,-11.6,-0.8,11.4
1991,2020,4,3.4,-3,9.8,24.5
1991,2020,5,10.5,3.2,17.9,33.3
1991,2020,6,15.3,8.8,21.8,57.4
1991,2020,7,17.6,10.9,24.3,69.2
1991,2020,8,16.8,9.6,24,47.2
1991,2020,9,11.2,4.3,18.1,30.9
1991,2020,10,3.4,-2.6,9.3,17.2
1991,2020,11,-6.4,-11.1,-1.6,13.5
1991,2020,12,-12.4,-17.3,-7.6,8.8
1961,1990,1,-13.6,-19.4,-7.7,20.7
1961,1990,2,-10,-16.2,-3.9,14.7
1961,1990,3,-4.8,-10.8,1.2,16.5
1961,1990,4,3.6,-2.9,10.2,22.9
1961,1990,5,9.9,2.8,17,48.6
1961,1990,6,14,7.2,20.7,85.5
1961,1990,7,15.8,8.9,22.7,88
1961,1990,8,15,7.8,22.2,64.8
1961,1990,9,9.8,2.7,17,54.2
1961,1990,10,4.6,-2.8,11.9,20.2
1961,1990,11,-5.4,-11.2,0.5,14.8
1961,1990,12,-12,-17.8,-6.1,18.9
1971,2000,1,-13,-19,-7.1,19.5
1971,2000,2,-9.9,-16.2,-3.6,10.8
1971,2000,3,-4.1,-10.1,1.8,16.3
1971,2000,4,4.1,-2.7,10.8,21.9
1971,2000,5,9.8,2.7,16.9,56
1971,2000,6,13.6,7.1,20.2,91.6
1971,2000,7,15.6,8.8,22.3,92.8
1971,2000,8,15,7.9,22.1,70.9
1971,2000,9,9.9,2.7,17.1,50.2
1971,2000,10,4.1,-3.2,11.3,20
1971,2000,11,-5.4,-11.2,0.4,15.5
1971,2000,12,-11.2,-17.1,-5.2,17.1
1981,2010,1,-11.4,-17.4,-5.3,15.8
1981,2010,2,-9,-15.3,-2.6,12
1981,2010,3,-3.6,-9.5,2.3,17.9
1981,2010,4,4,-2.9,10.9,24.9
1981,2010,5,9.6,2.5,16.7,52.8
1981,2010,6,13.6,7.3,20,95.5
1981,2010,7,15.9,9.1,22.7,92.8
1981,2010,8,15.1,7.9,22.3,73
1981,2010,9,10,2.7,17.3,48.2
1981,2010,10,3.8,-3.2,10.9,21.9
1981,2010,11,-4.8,-10.6,1.1,14.1
1981,2010,12,-10.5,-16.4,-4.6,12.3
1991,2020,1,-11.4,-17.3,-5.5,17.2
1991,2020,2,-9.6,-15.8,-3.4,11.7
1991,2020,3,-4.4,-10.3,1.4,18.7
1991,2020,4,3.6,-2.9,10.2,27.3
1991,2020,5,9.8,2.8,16.7,56.6
1991,2020,6,13.8,7.6,20,98.8
1991,2020,7,16.1,9.4,22.8,89.8
1991,2020,8,15.3,8.1,22.5,71.5
1991,2020,9,10.5,3.1,17.8,37.1
1991,2020,10,3.4,-3.3,10.1,22.2
1991,2020,11,-4.6,-10.4,1.1,16.7
1991,2020,12,-10.5,-16.4,-4.7,13.7
1961,1990,1,,,,23
1961,1990,2,,,,17
1961,1990,3,,,,17
1961,1990,4,,,,22
1961,1990,5,,,,44
1961,1990,6,,,,80
1961,1990,7,,,,94
1961,1990,8,,,,67
1961,1990,9,,,,42
1961,1990,10,,,,17
1961,1990,11,,,,16
1961,1990,12,,,,22
1971,2000,1,,,,20.4
1971,2000,2,,,,14.5
1971,2000,3,,,,15.3
1971,2000,4,,,,25.9
1971,2000,5,,,,46.8
1971,2000,6,,,,87
1971,2000,7,,,,90.7
1971,2000,8,,,,68.1
1971,2000,9,,,,42.6
1971,2000,10,,,,17.2
1971,2000,11,,,,16.2
1971,2000,12,,,,19.3
1981,2010,1,-11,-15.6,-6.5,15.6
1981,2010,2,-7.4,-12.3,-2.4,10.4
1981,2010,3,-3,-7.5,1.6,13
1981,2010,4,5.6,-0.3,11.5,26.5
1981,2010,5,11.3,5.4,17.2,44.2
1981,2010,6,15.4,10.1,20.8,70.4
1981,2010,7,18.2,12.7,23.7,87.6
1981,2010,8,16.8,11.1,22.6,57.9
1981,2010,9,12.2,6.3,18,40.3
1981,2010,10,5.4,0.4,10.5,19.6
1981,2010,11,-3.8,-7.6,0,14.5
1981,2010,12,-10.2,-14.4,-6,11.9
1991,2020,1,-10.5,-15.1,-5.9,13.9
1991,2020,2,-7.8,-12.8,-2.8,9.3
1991,2020,3,-3.4,-7.9,1.1,11.1
1991,2020,4,5,-0.6,10.7,27.6
1991,2020,5,11.5,5.5,17.5,44
1991,2020,6,15.5,10.2,20.8,68.3
1991,2020,7,18.3,12.8,23.8,80.5
1991,2020,8,17.1,11.4,22.8,56.8
1991,2020,9,12.4,6.5,18.4,32.8
1991,2020,10,5.5,0.4,10.6,17.7
1991,2020,11,-4.4,-8.2,-0.5,14.3
1991,2020,12,-10,-14.3,-5.7,9.6
1961,1990,1,-8.4,-12.8,-3.9,34.5
1961,1990,2,-3.9,-9,1.2,21.8
1961,1990,3,1.6,-3.9,7,17.9
1961,1990,4,6.2,0,12.5,27.8
1961,1990,5,11,4.4,17.5,43.6
1961,1990,6,15.1,8.3,21.9,50.5
1961,1990,7,18.2,10.7,25.7,31.6
1961,1990,8,17.7,10.1,25.3,34.4
1961,1990,9,11.8,4.8,18.9,32.6
1961,1990,10,5.5,-0.5,11.5,17.4
1961,1990,11,-1.5,-5.4,2.4,34.6
1961,1990,12,-7.2,-11.3,-3.2,37.8
1971,2000,1,-7.5,-11.8,-3.2,30.2
1971,2000,2,-3.4,-8.4,1.5,21.2
1971,2000,3,1.6,-3.8,7.1,21.3
1971,2000,4,6.5,0.2,12.8,27.2
1971,2000,5,11.2,4.6,17.8,42.5
1971,2000,6,14.9,8.2,21.6,52.7
1971,2000,7,18.2,10.9,25.5,38.2
1971,2000,8,17.8,10.2,25.4,31.6
1971,2000,9,12.2,5,19.5,28.7
1971,2000,10,5.7,-0.3,11.7,18.4
1971,2000,11,-1.6,-5.4,2.3,37.1
1971,2000,12,-6.8,-10.7,-3,34.1
1981,2010,1,-6,-10.2,-1.9,25.5
1981,2010,2,-3.2,-8.3,1.9,18.9
1981,2010,3,2,-3.5,7.5,22.2
1981,2010,4,6.6,0.2,12.9,25.1
1981,2010,5,11.4,4.7,18,45.5
1981,2010,6,15,8.3,21.6,62.1
1981,2010,7,18.7,11.2,26.2,38.3
1981,2010,8,18.2,10.3,26,28
1981,2010,9,12.5,5.2,19.9,31.7
1981,2010,10,5.7,-0.3,11.7,20.1
1981,2010,11,-1.2,-5.2,2.7,35.3
1981,2010,12,-7,-10.8,-3.3,32.8
1991,2020,1,-6.2,-10.3,-2,26.9
1991,2020,2,-3.6,-8.8,1.5,20.7
1991,2020,3,1.8,-3.6,7.3,28.1
1991,2020,4,6.4,0.1,12.8,24.9
1991,2020,5,11.4,4.6,18.3,42.8
1991,2020,6,14.8,8.3,21.3,61.6
1991,2020,7,19.2,11.4,27,36.7
1991,2020,8,18.6,10.4,26.7,25.3
1991,2020,9,13.1,5.6,20.6,32.5
1991,2020,10,5.8,-0.1,11.6,27.8
1991,2020,11,-1.2,-5.3,2.8,34.3
1991,2020,12,-6.5,-10.2,-2.8,35.8
1981,2010,1,,,-6.3,
1981,2010,2,,,-0.1,
1981,2010,3,,,1.8,
1981,2010,4,,,10.8,
1981,2010,5,,,15.9,
1981,2010,6,,,19.4,
1981,2010,7,,,22.3,
1981,2010,8,,,20.8,
1981,2010,9,,,16.1,
1981,2010,10,,,9.3,
1981,2010,11,,,1.1,
1981,2010,12,,,-4.3,
1991,2020,1,-11.8,-17.9,-5.6,
1991,2020,2,-8.4,-15.5,-1.2,
1991,2020,3,-4.6,-11,1.8,
1991,2020,4,3.7,-3.2,10.6,
1991,2020,5,9.2,2.1,16.3,
1991,2020,6,12.9,6.5,19.3,
1991,2020,7,15.6,9.1,22.2,
1991,2020,8,14,7.3,20.7,
1991,2020,9,9.5,2.8,16.2,
1991,2020,10,2.9,-3.2,9,
1991,2020,11,-4.7,-10.1,0.7,
1991,2020,12,-9.6,-15.3,-4,
1961,1990,1,-9.3,-13.7,-4.9,87.2
1961,1990,2,-5.1,-9.7,-0.5,65.2
1961,1990,3,-0.2,-5.7,5.3,68.2
1961,1990,4,4.6,-2.3,11.4,47.3
1961,1990,5,9.8,2.7,17,67.1
1961,1990,6,13.8,6.8,20.8,92.6
1961,1990,7,16.5,8.8,24.1,86
1961,1990,8,16,8.3,23.8,80.4
1961,1990,9,10.7,4.1,17.3,78.4
1961,1990,10,4.8,0.1,9.5,80.6
1961,1990,11,-2.5,-5.5,0.5,92.5
1961,1990,12,-8.2,-11.8,-4.5,115.1
1971,2000,1,-9,-13.2,-4.7,93.2
1971,2000,2,-4.6,-9.2,-0.1,63.3
1971,2000,3,0,-5.5,5.6,67.2
1971,2000,4,4.8,-2,11.6,51.8
1971,2000,5,10.1,2.8,17.4,70.3
1971,2000,6,13.8,6.8,20.8,95.5
1971,2000,7,16.4,8.8,23.9,97.5
1971,2000,8,16,8.1,23.8,85.4
1971,2000,9,11,4,18.1,73.4
1971,2000,10,4.8,0.1,9.4,90.3
1971,2000,11,-2.2,-5.1,0.7,106.5
1971,2000,12,-7.7,-11.2,-4.2,107.6
1981,2010,1,-7.3,-11.2,-3.4,103.5
1981,2010,2,-4.4,-9.3,0.6,52.9
1981,2010,3,0.5,-5.3,6.2,65.1
1981,2010,4,5,-1.9,11.8,54.1
1981,2010,5,10.1,2.5,17.7,70.7
1981,2010,6,14,6.7,21.2,93.5
1981,2010,7,16.5,8.7,24.4,97.3
1981,2010,8,15.9,7.7,24.1,77.5
1981,2010,9,11,3.6,18.3,70.3
1981,2010,10,4.5,-0.2,9.2,94.3
1981,2010,11,-1.8,-4.6,1,114.5
1981,2010,12,-7.6,-11.1,-4,91
1991,2020,1,-7.1,-11,-3.2,108.3
1991,2020,2,-4.6,-9.8,0.6,52.8
1991,2020,3,0.2,-5.6,6,68.1
1991,2020,4,4.9,-2.1,11.8,52.2
1991,2020,5,10.4,2.4,18.3,63.9
1991,2020,6,14,6.7,21.2,91
1991,2020,7,16.7,8.7,24.7,92.7
1991,2020,8,16,7.6,24.4,68.1
1991,2020,9,11.2,4,18.5,73.4
1991,2020,10,4.5,-0.1,9.1,101.6
1991,2020,11,-1.6,-4.4,1.3,118.7
1991,2020,12,-6.8,-10.3,-3.4,92.4
1961,1990,1,-4.9,-8.4,-1.3,26
1961,1990,2,-0.7,-4.8,3.4,14
1961,1990,3,4.4,-1.3,10.2,10
1961,1990,4,9.4,2.5,16.3,15
1961,1990,5,14,6.9,21.1,22
1961,1990,6,18.2,11.1,25.4,29
1961,1990,7,20.8,13.2,28.3,28
1961,1990,8,20.3,12.8,27.8,30
1961,1990,9,14.8,8.1,21.6,28
1961,1990,10,8.5,3,14,14
1961,1990,11,1.6,-2,5.3,22
1961,1990,12,-3.3,-6.6,0,33
1971,2000,1,-4,-7.4,-0.6,22.7
1971,2000,2,-0.3,-4.3,3.7,14.8
1971,2000,3,4.8,-0.9,10.5,11.4
1971,2000,4,9.8,2.9,16.6,14.8
1971,2000,5,14.2,7.4,21.1,24.5
1971,2000,6,18.2,11.4,24.9,34.7
1971,2000,7,21,13.7,28.2,28.6
1971,2000,8,20.5,13.2,27.9,29.6
1971,2000,9,15.2,8.5,21.9,29
1971,2000,10,8.5,3.1,13.8,16.3
1971,2000,11,1.8,-1.6,5.2,24.1
1971,2000,12,-2.9,-6.1,0.2,28.3
1981,2010,1,-2.4,-5.5,0.7,21.1
1981,2010,2,0.3,-3.9,4.4,12.8
1981,2010,3,5.2,-0.6,11,12.5
1981,2010,4,10,3.2,16.7,14.4
1981,2010,5,14.5,7.7,21.3,27.4
1981,2010,6,18.4,11.6,25.3,37.1
1981,2010,7,21.5,14.2,28.8,30.6
1981,2010,8,20.9,13.4,28.4,24.1
1981,2010,9,15.5,8.8,22.2,31
1981,2010,10,8.5,3.3,13.7,19.6
1981,2010,11,2.2,-1.3,5.6,23
1981,2010,12,-2.6,-5.7,0.4,24.1
1991,2020,1,-2.4,-5.4,0.6,20.4
1991,2020,2,-0.1,-4.2,4,13.4
1991,2020,3,5,-0.6,10.7,14.4
1991,2020,4,10,3.3,16.6,12.9
1991,2020,5,14.9,7.9,21.9,27.4
1991,2020,6,18.4,11.6,25.3,36.8
1991,2020,7,21.9,14.4,29.4,26.2
1991,2020,8,21.4,13.7,29,18.1
1991,2020,9,16,9.2,22.8,24.7
1991,2020,10,8.6,3.5,13.7,21.8
1991,2020,11,2.4,-1,5.8,23.2
1991,2020,12,-2,-5,1.1,22.2
1991,2020,1,-12.1,-17.4,-6.9,
1991,2020,2,-11.6,-16.9,-6.3,
1991,2020,3,-7.4,-13.1,-1.8,
1991,2020,4,1,-3.1,5.2,
1991,2020,5,7.4,2.3,12.6,
1991,2020,6,13,7.7,18.3,
1991,2020,7,16.1,10.6,21.6,
1991,2020,8,15.5,10.4,20.6,
1991,2020,9,10.6,5.4,15.9,
1991,2020,10,4.9,0.7,9.2,
1991,2020,11,-0.8,-4.6,3,
1991,2020,12,-8.4,-12.8,-4,
1981,2010,1,-1,-4.1,2.1,
1981,2010,2,2,-2,6,
1981,2010,3,5.5,0.5,10.5,
1981,2010,4,10.5,4.3,16.7,
1981,2010,5,14.8,8.6,20.9,
1981,2010,6,18.3,12.3,24.3,
1981,2010,7,22.5,15.7,29.4,
1981,2010,8,21.9,15,28.8,
1981,2010,9,17.4,10.8,23.9,
1981,2010,10,9.8,5.3,14.2,
1981,2010,11,3.9,0.8,7,
1981,2010,12,-1.6,-4.3,1,
1991,2020,1,-0.8,-3.7,2.2,
1991,2020,2,1.8,-2.2,5.7,
1991,2020,3,5.4,0.6,10.2,
1991,2020,4,10.2,4.1,16.3,
1991,2020,5,15.4,9,21.7,
1991,2020,6,18.5,12.5,24.5,
1991,2020,7,22.2,15.5,28.9,
1991,2020,8,22,15.1,29,
1991,2020,9,17.3,10.9,23.7,
1991,2020,10,9.9,5.4,14.3,
1991,2020,11,3.8,0.7,6.8,
1991,2020,12,-1,-3.6,1.5,
1961,1990,1,2.9,0.1,5.7,150
1961,1990,2,4.7,1.4,8,124
1961,1990,3,6.2,2.6,9.9,109
1961,1990,4,8.8,4.9,12.7,75
1961,1990,5,12.1,7.9,16.3,62
1961,1990,6,15.2,11,19.3,46
1961,1990,7,17.2,12.7,21.7,36
1961,1990,8,17.3,12.9,21.7,38
1961,1990,9,14.2,10.1,18.4,64
1961,1990,10,10,6.4,13.5,115
1961,1990,11,6,3,9,170
1961,1990,12,3.4,0.8,6.1,179
1971,2000,1,,1.5,,153.6
1971,2000,2,,1.4,,122.9
1971,2000,3,,3.2,,113.5
1971,2000,4,,5.1,,84.2
1971,2000,5,,8.2,,68
1971,2000,6,,11,,54.7
1971,2000,7,,13,,39.7
1971,2000,8,,13.4,,39.4
1971,2000,9,,10.1,,53.5
1971,2000,10,,6.3,,110
1971,2000,11,,2.1,,182.7
1971,2000,12,,0.5,,173.5
1981,2010,1,4.4,1.4,7.3,167.9
1981,2010,2,5,1.4,8.7,104.6
1981,2010,3,6.8,3.1,10.4,112.7
1981,2010,4,9.2,5,13.5,88.6
